asmid	accession	level	method	tech	bioproject	contigs
GCA_059996865.1_ASM5999686v1	GCA_059996865.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	323
GCA_059997125.1_ASM5999712v1	GCA_059997125.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	312
GCA_059997075.1_ASM5999707v1	GCA_059997075.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	320
GCA_059996785.1_ASM5999678v1	GCA_059996785.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	533
GCA_059996995.1_ASM5999699v1	GCA_059996995.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	338
GCA_059996985.1_ASM5999698v1	GCA_059996985.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	350
GCA_059996485.1_ASM5999648v1	GCA_059996485.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	475
GCA_059996465.1_ASM5999646v1	GCA_059996465.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	516
GCA_059996905.1_ASM5999690v1	GCA_059996905.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	521
GCA_059996845.1_ASM5999684v1	GCA_059996845.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	524
GCA_059996965.1_ASM5999696v1	GCA_059996965.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	467
GCA_059996915.1_ASM5999691v1	GCA_059996915.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	516
GCA_059996945.1_ASM5999694v1	GCA_059996945.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	559
GCA_059996885.1_ASM5999688v1	GCA_059996885.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	509
GCA_059996805.1_ASM5999680v1	GCA_059996805.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	514
GCA_059996795.1_ASM5999679v1	GCA_059996795.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	550
GCA_059996755.1_ASM5999675v1	GCA_059996755.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	584
GCA_059996645.1_ASM5999664v1	GCA_059996645.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	549
GCA_059996665.1_ASM5999666v1	GCA_059996665.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	501
GCA_059996615.1_ASM5999661v1	GCA_059996615.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	549
GCA_059996605.1_ASM5999660v1	GCA_059996605.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	569
GCA_059996565.1_ASM5999656v1	GCA_059996565.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	546
GCA_059996585.1_ASM5999658v1	GCA_059996585.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	626
GCA_059996425.1_ASM5999642v1	GCA_059996425.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	588
GCA_059996545.1_ASM5999654v1	GCA_059996545.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	715
GCA_059996725.1_ASM5999672v1	GCA_059996725.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	690
GCA_059996505.1_ASM5999650v1	GCA_059996505.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	718
GCA_059996525.1_ASM5999652v1	GCA_059996525.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	751
GCA_059996735.1_ASM5999673v1	GCA_059996735.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	794
GCA_059996705.1_ASM5999670v1	GCA_059996705.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	666
GCA_059996675.1_ASM5999667v1	GCA_059996675.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	669
GCA_047910675.1_ASM4791067v1	GCA_047910675.1	Complete Genome	Microbial Genome Analysis v. 13.0.0.214433	PacBio Sequel	PRJNA1199391	7
GCA_041381755.1_ASM4138175v1	GCA_041381755.1	Complete Genome	HGAP v. SEP-2021	PacBio Sequel	PRJNA1036037	7
GCA_005234155.1_ASM523415v1	GCA_005234155.1	Chromosome	Unicycler (miniasm) v. 0.4.3	Oxford Nanopore GridION	PRJNA540998	9
GCA_060251935.1_M1079-24-C-AURIS-GR	GCA_060251935.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	8
GCA_049637835.1_ASM4963783v1	GCA_049637835.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	67
GCA_049637805.1_ASM4963780v1	GCA_049637805.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	52
GCA_060221845.1_M3-25-C-AURIS-GR	GCA_060221845.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	7
GCA_049637775.1_ASM4963777v1	GCA_049637775.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	70
GCA_058127235.1_M431-23-C-AURIS-GR	GCA_058127235.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	701
GCA_058129685.1_M498-23-C-AURIS-GR	GCA_058129685.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	2114
GCA_060251905.1_M611-23-C-AURIS-GR	GCA_060251905.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	11
GCA_060221765.1_M652-24-C-AURIS-GR	GCA_060221765.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	10
GCA_053175885.1_17Y-049_genome_20251002	GCA_053175885.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	226
GCA_053175865.1_17Y-125_genome_20251003	GCA_053175865.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	214
GCA_053176715.1_18Y-162_genome_20251003	GCA_053176715.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	243
GCA_053176405.1_19Y-157_genome_20251003	GCA_053176405.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	225
GCA_053175795.1_18Y-165_genome_20251003	GCA_053175795.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	196
GCA_053175775.1_18Y-166_genome_20251003	GCA_053175775.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	189
GCA_053176175.1_19Y-112_genome_20251003	GCA_053176175.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	203
GCA_053176535.1_19Y-113_genome_20251003	GCA_053176535.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	371
GCA_053176225.1_19Y-114_genome_20251003	GCA_053176225.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	199
GCA_053176525.1_19Y-115_genome_20251003	GCA_053176525.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	281
GCA_053176165.1_19Y-118_genome_20251002	GCA_053176165.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	250
GCA_053176495.1_19Y-110_genome_20251002	GCA_053176495.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	219
GCA_053176735.1_19Y-124_genome_20251002	GCA_053176735.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	212
GCA_053176885.1_19Y-133_genome_20251003	GCA_053176885.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	239
GCA_053176805.1_19Y-102_genome_20251003	GCA_053176805.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	184
GCA_053176265.1_19Y-169_genome_20251003	GCA_053176265.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	324
GCA_053176815.1_19Y-168_genome_20251003	GCA_053176815.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	225
GCA_053176625.1_19Y-167_genome_20251003	GCA_053176625.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	221
GCA_053176445.1_19Y-160_genome_20251003	GCA_053176445.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	203
GCA_053176065.1_19Y-166_genome_20251003	GCA_053176065.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	198
GCA_053176575.1_19Y-174_genome_20251002	GCA_053176575.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	223
GCA_053176615.1_19Y-164_genome_20251003	GCA_053176615.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	232
GCA_053175955.1_19Y-028_genome_20251003	GCA_053175955.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	202
GCA_053176795.1_19Y-031_genome_20251002	GCA_053176795.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	230
GCA_053176435.1_19Y-032_genome_20251002	GCA_053176435.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	198
GCA_053175975.1_19Y-034_genome_20251002	GCA_053175975.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	225
GCA_053176255.1_19Y-035_genome_20251002	GCA_053176255.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	193
GCA_053176105.1_19Y-036_genome_20251002	GCA_053176105.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	207
GCA_053176345.1_19Y-038_genome_20251002	GCA_053176345.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	225
GCA_053176005.1_19Y-039_genome_20251002	GCA_053176005.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	223
GCA_053176315.1_19Y-040_genome_20251002	GCA_053176315.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	216
GCA_053176045.1_18Y-170_genome_20251003	GCA_053176045.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	199
GCA_053175785.1_18Y-092_genome_20251003	GCA_053175785.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	193
GCA_053176365.1_18Y-094_genome_20251003	GCA_053176365.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	210
GCA_053175905.1_19Y-056_genome_20251002	GCA_053175905.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	226
GCA_053176645.1_19Y-057_genome_20251002	GCA_053176645.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	206
GCA_053176895.1_19Y-058_genome_20251002	GCA_053176895.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	260
GCA_053176705.1_20Y-001_genome_20251002	GCA_053176705.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	225
GCA_053176135.1_19Y-062_genome_20251002	GCA_053176135.1	Contig	SPAdes v. 3.15.5	Illumina	PRJNA1343880	327
GCA_029619135.1_ASM2961913v1	GCA_029619135.1	Contig	Newbler v. 2.9	Illumina	PRJNA903931	707
GCA_029618695.1_ASM2961869v1	GCA_029618695.1	Contig	Newbler v. 2.9	Illumina	PRJNA903931	754
GCA_029618685.1_ASM2961868v1	GCA_029618685.1	Contig	Newbler v. 2.9	Illumina	PRJNA903931	789
GCA_029619145.1_ASM2961914v1	GCA_029619145.1	Contig	Newbler v. 2.9	Illumina	PRJNA903931	751
GCA_029618675.1_ASM2961867v1	GCA_029618675.1	Contig	Newbler v. 2.9	Illumina	PRJNA903931	801
GCA_049728825.1_MUTCD0001	GCA_049728825.1	Scaffold	SPAdes v. v3.13.0	Illumina NovaSeq	PRJNA1244779	133
GCA_049637655.1_ASM4963765v1	GCA_049637655.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	68
GCA_049637675.1_ASM4963767v1	GCA_049637675.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	50
GCA_049637625.1_ASM4963762v1	GCA_049637625.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	47
GCA_049637515.1_ASM4963751v1	GCA_049637515.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	28
GCA_049637505.1_ASM4963750v1	GCA_049637505.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	55
GCA_049636255.1_ASM4963625v1	GCA_049636255.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	156
GCA_049636865.1_ASM4963686v1	GCA_049636865.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	50
GCA_049636505.1_ASM4963650v1	GCA_049636505.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	24
GCA_049636475.1_ASM4963647v1	GCA_049636475.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	23
GCA_046563085.1_ASM4656308v1	GCA_046563085.1	Complete Genome	flye v. 2.9.5-b1801	Oxford Nanopore PromethION	PRJNA1185736	7
GCA_026743825.1_Candida_auris_PL1	GCA_026743825.1	Contig	SPAdes v. 3.15.3	Illumina NextSeq	PRJNA863457	779
GCA_041381095.1_ASM4138109v1	GCA_041381095.1	Contig	SPAdes v. 3.15.3	Illumina NovaSeq	PRJNA1008379	137
GCA_004287075.1_RCPF-1821	GCA_004287075.1	Contig	SPAdes v. 3.9.0	Illumina MiSeq	PRJNA514082	470
GCA_053223615.1_ASM5322361v1	GCA_053223615.1	Contig	SPAdes v. 3.15.3	Illumina NovaSeq	PRJNA1163541	66
GCA_049636335.1_ASM4963633v1	GCA_049636335.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	138
GCA_049635935.1_ASM4963593v1	GCA_049635935.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	134
GCA_049635645.1_ASM4963564v1	GCA_049635645.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	122
GCA_044589395.1_ASM4458939v1	GCA_044589395.1	Scaffold	MGAP v. 2.2	Illumina NovaSeq	PRJNA1177213	68
GCA_041026505.1_ASM4102650v1	GCA_041026505.1	Chromosome	CLC Genomics Workbench v. 12.0.3	Illumina NovaSeq	PRJNA1140147	470
GCA_041026585.1_ASM4102658v1	GCA_041026585.1	Chromosome	CLC Genomics Workbench v. 12.0.3	Illumina NovaSeq	PRJNA1140147	465
GCA_041026605.1_ASM4102660v1	GCA_041026605.1	Chromosome	CLC Genomics Workbench v. 12.0.3	Illumina NovaSeq	PRJNA1140147	450
GCA_041026525.1_ASM4102652v1	GCA_041026525.1	Chromosome	CLC Genomics Workbench v. 12.0.3	Illumina NovaSeq	PRJNA1140147	471
GCA_041026465.1_ASM4102646v1	GCA_041026465.1	Chromosome	CLC Genomics Workbench v. 12.0.3	Illumina NovaSeq	PRJNA1140147	317
GCA_041026565.1_ASM4102656v1	GCA_041026565.1	Chromosome	CLC Genomics Workbench v. 12.0.3	Illumina NovaSeq	PRJNA1140147	477
GCA_041026545.1_ASM4102654v1	GCA_041026545.1	Chromosome	CLC Genomics Workbench v. 12.0.3	Illumina NovaSeq	PRJNA1140147	489
GCA_041026485.1_ASM4102648v1	GCA_041026485.1	Chromosome	CLC Genomics Workbench v. 12.0.3	Illumina NovaSeq	PRJNA1140147	480
GCA_049307545.1_ASM4930754v1	GCA_049307545.1	Contig	Unicycler v. v. 0.5.0	MGISeq-2000	PRJNA269675	384
GCA_046331985.1_ASM4633198v1	GCA_046331985.1	Contig	Unicycler v. 0.5.0	Genelab M	PRJNA269675	986
GCA_046331915.1_ASM4633191v1	GCA_046331915.1	Contig	Unicycler v. 0.5.0	Genelab M	PRJNA269675	622
GCA_046331895.1_ASM4633189v1	GCA_046331895.1	Contig	Unicycler v. 0.5.0	MGISeq-2000	PRJNA269675	48
GCA_046331885.1_ASM4633188v1	GCA_046331885.1	Contig	Unicycler v. 0.5.0	MGISeq-2000	PRJNA269675	65
GCA_046331905.1_ASM4633190v1	GCA_046331905.1	Contig	Unicycler v. 0.5.0	MGISeq-2000	PRJNA269675	44
GCA_046331925.1_ASM4633192v1	GCA_046331925.1	Contig	Unicycler v. 0.5.0	MGISeq-2000	PRJNA269675	39
GCA_046331795.1_ASM4633179v1	GCA_046331795.1	Contig	Unicycler v. 0.5.0	MGISeq-2000	PRJNA269675	41
GCA_046331805.1_ASM4633180v1	GCA_046331805.1	Contig	Unicycler v. 0.5.0	MGISeq-2000	PRJNA269675	34
GCA_046331825.1_ASM4633182v1	GCA_046331825.1	Contig	Unicycler v. 0.5.0	MGISeq-2000	PRJNA269675	32
GCA_046331785.1_ASM4633178v1	GCA_046331785.1	Contig	Unicycler v. 0.5.0	Genelab M	PRJNA269675	889
GCA_046331815.1_ASM4633181v1	GCA_046331815.1	Contig	Unicycler v. 0.5.0	MGISeq-2000	PRJNA269675	45
GCA_049307125.1_ASM4930712v1	GCA_049307125.1	Contig	Unicycler v. v. 0.5.0	MGISeq-2000	PRJNA269675	40
GCA_049863235.1_ASM4986323v1	GCA_049863235.1	Contig	Flye v. 2.9.3	Oxford Nanopore PromethION	PRJNA1228295	7
GCA_050656175.1_ASM5065617v1	GCA_050656175.1	Contig	Flye v. 2.9.3	Oxford Nanopore PromethION	PRJNA1122935	7
GCA_050656165.1_ASM5065616v1	GCA_050656165.1	Contig	Flye v. 2.9.3	Oxford Nanopore PromethION	PRJNA1122935	11
GCA_050656055.1_ASM5065605v1	GCA_050656055.1	Contig	Flye v. 2.9.3	Oxford Nanopore PromethION	PRJNA1122935	9
GCA_050656045.1_ASM5065604v1	GCA_050656045.1	Contig	Flye v. 2.9.3	Oxford Nanopore PromethION	PRJNA1122935	7
GCA_050656065.1_ASM5065606v1	GCA_050656065.1	Contig	Flye v. 2.9.3	Oxford Nanopore PromethION	PRJNA1122935	7
GCA_049863305.1_ASM4986330v1	GCA_049863305.1	Scaffold	Flye v. 2.9.3	Oxford Nanopore PromethION	PRJNA1228295	145
GCA_049863345.1_ASM4986334v1	GCA_049863345.1	Scaffold	Flye v. 2.9.3	Oxford Nanopore PromethION	PRJNA1228295	104
GCA_049634905.1_ASM4963490v1	GCA_049634905.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	138
GCA_049634895.1_ASM4963489v1	GCA_049634895.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	171
GCA_049634865.1_ASM4963486v1	GCA_049634865.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	151
GCA_049635375.1_ASM4963537v1	GCA_049635375.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	145
GCA_049635315.1_ASM4963531v1	GCA_049635315.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	8
GCA_049635195.1_ASM4963519v1	GCA_049635195.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	158
GCA_049635045.1_ASM4963504v1	GCA_049635045.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	154
GCA_049635055.1_ASM4963505v1	GCA_049635055.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	137
GCA_049635015.1_ASM4963501v1	GCA_049635015.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	171
GCA_049637475.1_ASM4963747v1	GCA_049637475.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	56
GCA_049637365.1_ASM4963736v1	GCA_049637365.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	60
GCA_049637355.1_ASM4963735v1	GCA_049637355.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	58
GCA_049636055.1_ASM4963605v1	GCA_049636055.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	125
GCA_049635875.1_ASM4963587v1	GCA_049635875.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	122
GCA_049635795.1_ASM4963579v1	GCA_049635795.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	93
GCA_049635735.1_ASM4963573v1	GCA_049635735.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	151
GCA_049635615.1_ASM4963561v1	GCA_049635615.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	174
GCA_049635495.1_ASM4963549v1	GCA_049635495.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	152
GCA_053360865.1_UANL_Cauris_1	GCA_053360865.1	Complete Genome	Canu v. 2.2	Oxford Nanopore MinION	PRJNA1235324	7
GCA_050437075.1_UFSCAURIS1	GCA_050437075.1	Scaffold	SPAdes v. 3.14.1	ElementBio Aviti	PRJNA1214514	100
